question,answer,type
自耦变压器优缺点,提高了变压器的极限制造容量，消耗材料少成本低，损耗少效益高，便于运输和安装。缺点:使电力系统短路电流增加，造成调压上的一些困难，使绕组的过电压保护复杂，使继电保护复杂。,问答
雷击跳闸率,每100km线路每年由雷击引起的跳闸次数称为“雷击跳闸串”，这是衡量线路防雷性能的综合指标。  ,问答
冲击电压作用下气隙的击穿特性,a. 雷电和操作过电压波的波形 b. 冲击电压作用下的放电延时与伏秒特性 c.50%击穿电压的概念,问答
影响液体（油）介质击穿的因素,①杂质a、气体，水份，若充分溶解于油中，影响不大 b、若形成气泡，水清，影响较大。②温度影响a、干燥油，影响不大。b、受潮的油0~60℃  温度增大，有利于充分溶解 t>80℃以上，温度增大，水分汽化，气泡出现，影响大。③电场形式a、均匀电场b、不均匀电场④电压作用时间静态电压，时间长，容易形成桥，有影响。冲击电压，时间短，不易形成桥，无影响。,问答
等相位面或波阵,在电磁波的传播过程中，对应于每一时电场 E 或磁场 H 具有相同相位的点构成。,问答
无限长直角波通过电感后改变为什么，串联电感起了什么作用。,无限长直角波通过电感后改变为一指数波头的行波，串联电感起了来波上升速率的作用。,问答
在线路防雷设计时，110KV输电线路的保护角一般取多少度,20º,问答
沿面闪络,若气体间隙存在固体或液体电介质，由于固体和液体的交界面处是绝缘薄弱环节，击穿常常发生在固体和液体的交界面上，这种现象称为沿面闪络。,问答
何谓耦合系数？什么是全耦合？,两个具有互感的线圈之间磁耦合的松紧程度用耦合系数表示，如果一个线圈产生的磁通全部穿过另一个线圈，即漏磁通很小可忽略不计时，耦合系数K=1，称为全耦合。,问答
电力变压器的主要作用是什么,电力变压器的主要作用是升高或降低电压，另外还起到将不同电压等级电网相联系的作用。,问答
序参数的定义,对称的三相电路中流过不同序列的电流时，所遇到的阻抗是不同的，然而同一相序的电压和电流间仍符合欧姆定律。 ,问答
如何理解电容元件的“通交隔直”作用？,直流电路中，电容元件对直流呈现的容抗为无穷大，阻碍直流电通过，称隔直作用；交流电路中，电容元件对交流呈现的容抗很小，有利于交流电流通过，称通交作用。,问答
通信系统由哪些部分组成？各组成部分的作用是什么？,通信系统由输入、输出变换器，发送、接收设备以及信道组成。输入变换器将要传递的声音或图像消息变换为电信号（基带信号）；发送设备将基带信号经过调制等处理， 并使其具有足够的发射功率，再送入信道实现信号的有效传输；信道是信号传输的通道；接收设备用来恢复原始基带信号；输出变换器将经过处理的基带信号重新恢复为原始的声音或图像。,问答
什么是备用容量？如何考虑电力系统的备用容量？备用容量存在形式有哪些？备用容量主要分为哪几种？各自用途是什么？,备用容量：系统电源容量大于发电负荷的部分。系统调度部门应及时确切的掌握系统中各发电厂的备用容量。备用容量存在形式是系统中可投入发电设备的可发功率。备用容量可分为：热备用、冷备用或负荷备用、事故备用、检修备用、国民经济备用。用途：热备用，指运转中的发电设备可能发的最大功率与系统发电负荷之差。冷备用，指未运转的发电设备可能发的最大功率。负荷备用，指调整系统中短时的负荷波动并担任计划外的负荷增加而设置的备用。事故备用，指用户在发电设备发生偶然性事故时，不受严重影响维持系统正常供电。检修备用，指使系统中发电设备能定期检修而设置的备用。国民经济备用，指计及负荷的超计划增长而设置的备用。,问答
常用的石英晶体振荡电路有几种？,石英晶片之所以能做成谐振器是因为它具有压电和反压电特性,问答
何谓串联谐振电路的谐振曲线？说明品质因数Q值的大小对谐振曲线的影响。,电流与谐振电流的比值随着频率的变化而变化的关系曲线称为谐振曲线。由谐振曲线可看出，品质因数Q值的大小对谐振曲线影响较大，Q值越大时，谐振曲线的顶部越尖锐，电路选择性越好；Q值越小，谐振曲线的顶部越圆钝，选择性越差。,问答
极性效应,无论是长气隙还是短气隙，击穿的发展过程都随着电压极性的不同而有所不同，即存在极性效应。 ,问答
将高频信号经过混频器后变成为频率固定的中频信号，放大后再进行解调的接收机称为,超外差式接收机。,问答
电力系统中一级负荷、二级负荷和三级负荷的划分依据是用户对供电有什么要求。,可靠性。,问答
二极管包络检波器存在的两种失真是,惰性失真和负峰切割失真。,问答
设计实际时序电路时的逻辑抽象。,时序电路的逻辑功能上的特点是任意时刻的输出不仅取决于当时的输入，同时还取决于电路所处的状态，这就要求逻辑函数能描述逻辑事件的全部过程。为此，逻辑抽象工作必须包括以下内容：1）确定所设计电路的输入变量和输出变量。2）通过对逻辑要求的分析，找出在事件发生过程中所可能出现的逻辑状态。这些状态需要分别用电路的状态表示，即逻辑状态的数目就是电路必须具备的状态数。3）定义输入、输出逻辑状态的含义，并将逻辑状态编码。4）分析设计要求，找出每个逻辑状态在各种可能的输入信号下的输出状态和应当转到的次态。,问答
为什么在超高压电网中很重视工频电压升高？引起工频电压升高的主要原因有哪些？,(1)工频电压升高大都在空载或超载条件下发生，它们有可以同时出现相互叠加。(2)工频电压升高是决定某些过电压保护装置工作条件的重要依据。(3)由于工频电压升高是不衰减或衰减现象持续的时间很长，对设备绝缘及其运行条件也有很大的影响。                                              措施(1)采用并联电抗器来补偿线路的电容电流以削弱电容效应。(2)在330-500kv超高压电压中，应采用并联电抗器或静止补偿装置。,问答
三绕组变压器一次绕组接额定电压运行时，二次绕组负载发生变化，是否会对三次绕组的端电压产生影响？为什么?,一次绕组接额定电压不变时，二次绕组负载发生变化，即二次绕组电流发生变化，根据磁动势平衡关系一三次绕组电流会相应的变化 所以一次绕组漏阻抗压降与三次绕组漏阻抗抗压降会发生应变化 使三此绕组的端电压发生变化 可根据三绕组变压器的等效电路对三次绕组端电压的变化值进行测定。,问答
什么是矢量线,矢量线（通量线）即一系列有方向的曲线，线上每一点的切线方向代表该点矢量场方向，而横向的矢量线密度代表该点矢量场大小。例如，电场中的电力线、磁场中的磁力线。,问答
简述 AGC 电路的作用。,AGC 的作用是当输入信号变化很大时，保持接收机的输出信号基本稳定。即当输入信号很弱时，接收机的增益高；当输入信号很强时，接收机的增益低。 ,问答
触发器的分类方法和各自的特点。,按电路结构形式分为基本RS触发器、同步RS触发器、主从触发器、维持阻塞触发器和CMOS边沿触发器。电路结构不同，它们的动作特点不同。按逻辑功能分为RS触发器、D触发器、JK触发器和T触发器等。逻辑功能不同，信号的输入方式以及触发器状态随输入信号变化的规律不同。根据存储原理分为静态和动态触发器。静态触发器靠电路的自锁存储数据，动态触发器是通过MOS管栅极输入电容上存储电荷来存储数据的。,问答
